Collection,Company,Product,Variant,Translations,Unit Cost,Updated At,Inventory Quantity
Ice Cream & Dessert,Dong Bei Da Ban,Dong Bei Da Ban · Ice Cream Bar Series,Classic (5*82g),"东北大板 · 雪糕系列, 原味奶冰棍",5.0 CAD,2023-11-16T09:50:13Z,0
Ice Cream & Dessert,Dong Bei Da Ban,Dong Bei Da Ban · Ice Cream Bar Series,Pineapple (5*75g),"东北大板 · 雪糕系列, 菠萝奶冰棍",5.0 CAD,2023-11-16T09:50:09Z,4
Ice Cream & Dessert,Dong Bei Da Ban,Dong Bei Da Ban · Ice Cream Bar Series,Orange (6*68g),"东北大板 · 雪糕系列, 桔子冰",3.5 CAD,2023-11-16T09:49:43Z,0
Ice Cream & Dessert,Dong Bei Da Ban,Dong Bei Da Ban · Ice Cream Bar Series,ZhenZhen Lychee (6*68g),"东北大板 · 雪糕系列, 珍珍联名荔枝冰",3.5 CAD,2023-11-16T09:49:32Z,0
Ice Cream & Dessert,Dong Bei Da Ban,Dong Bei Da Ban · Ice Cream Bar Series,Lychee (6*68g),"东北大板 · 雪糕系列, 荔枝脆脆冰",5.0 CAD,2024-03-08T06:37:51Z,2
Ice Cream & Dessert,Dong Bei Da Ban,Dong Bei Da Ban · Ice Cream Bar Series,Milk & Grape (68*6),"东北大板 · 雪糕系列, 牛奶葡萄味雪糕",5.0 CAD,2024-03-08T06:40:05Z,2
Ice Cream & Dessert,Fu Mang,Fu Mang · Mango Ice Cream (75g),No Variant,福芒 · 芒果口味冰淇淋 (75g),N/A,2023-11-07T03:23:31Z,0
Ice Cream & Dessert,Gooble,Gooble · Lemon Ice Slush (110g),No Variant,Gooble · 柠檬雪泥(110g),N/A,2023-10-31T23:11:54Z,2
Ice Cream & Dessert,Gooble,Gooble · Coconut Ice Cream (110g),No Variant,Gooble · 生椰冰淇淋(110g),N/A,2023-11-07T03:23:32Z,0
Ice Cream & Dessert,Gooble,Gooble · Pineapple Ice Slush (230g),No Variant,Gooble · 菠萝雪泥(230g),N/A,2023-10-31T23:09:04Z,0
Ice Cream & Dessert,Guang Ming,Guang Ming · Mung Bean Flavor Ice Bar Family Package (12*92g),No Variant,"冰淇淋&甜品, 光明 · 光明绿豆棒冰家庭装  (12*92g)",6.5 CAD,2024-01-18T17:45:38Z,0
Ice Cream & Dessert,Guang Ming,Guang Ming · Milk Flavor + Sea Salt Flavor White Rabbit Frozen Soft Ice Cone (4*70g),No Variant,"冰淇淋&甜点, 光明 · 光明大白兔脆筒冰淇淋大白兔奶糖味+海盐芝士味 (4*70g)",5.8 CAD,2024-01-13T11:03:06Z,0
Ice Cream & Dessert,I love Yum,I love Yum · Earl Grey Tea Box Cake (250g),No Variant,至味工坊 · 伯爵红茶盒子蛋糕(250g),7.8 CAD,2023-11-16T09:12:42Z,0
Ice Cream & Dessert,Kodawari,Kodawari · Hokkaido Cheese Cake Series (120g),Rare,"Kodawari · 北海道芝士蛋糕系列 (120g), 生起司",10.0 CAD,2023-11-21T06:56:44Z,0
Ice Cream & Dessert,Kodawari,Kodawari · Hokkaido Cheese Cake Series (120g),Baked,"Kodawari · 北海道芝士蛋糕系列 (120g), 烘焙起司",10.0 CAD,2023-11-21T06:56:48Z,3
Ice Cream & Dessert,MeiJi,MeiJi · Yogurt Party Peach & Strawberry Ice Cream  (10*49g),No Variant,明治 · 草莓酸奶味雪糕 (10*49g),N/A,2023-11-07T03:23:28Z,0
Ice Cream & Dessert,MeiJi,MeiJi · Blueberry & Yogurt Ice Cream  (10*46g),No Variant,明治 · 蓝莓酸奶味雪糕 (10*46g),N/A,2023-10-31T23:14:03Z,0
Ice Cream & Dessert,Mini Cornetto,Mini Cornetto · Ice Cream Series(10*20g),Sea Salt & Caramel,"迷你可爱多 · 甜筒系列 (10*20g), 海盐焦糖",N/A,2023-11-07T03:23:30Z,0
Ice Cream & Dessert,Mini Cornetto,Mini Cornetto · Ice Cream Series(10*20g),Blueberry & Strawberry,"迷你可爱多 · 甜筒系列 (10*20g), 蓝莓&草莓",N/A,2023-11-07T03:23:30Z,0
Ice Cream & Dessert,Mini Cornetto,Mini Cornetto · Ice Cream Series(10*20g),Mango & Yogurt,"迷你可爱多 · 甜筒系列 (10*20g), 芒果&酸奶",N/A,2023-11-07T03:23:30Z,0
Ice Cream & Dessert,SanTeng,SanTeng · Hokkaido White Strawberry Ice Cream (3*80g),No Variant,三藤 · 北海道白草莓雪糕(3*80g),N/A,2023-11-07T03:23:27Z,0
Ice Cream & Dessert,TaoQi,TaoQi · Peach Ice Cream (75g),No Variant,,N/A,2023-11-07T03:23:33Z,0
Ice Cream & Dessert,White Rabbit,White Rabbit · Milk Ice Cream Bar (5*65g),No Variant,大白兔 · 网红冰淇淋雪糕 (5*65g),4.9 CAD,2023-11-16T09:17:09Z,0
Ice Cream & Dessert,White Rabbit X Bright Food,White Rabbit X Bright Food · Peanut Nougat Ice Bar(5*65g),No Variant,大白兔X光明 · 花生牛轧糖雪糕 (5*65g),N/A,2023-11-07T03:23:29Z,0
Ice Cream & Dessert,YiDa,YiDa · Sugar Calabash Series(35g),Yogurt & White Chocolate,"怡达 · 冰糖葫芦系列 (35g), 酸奶白巧克力",N/A,2023-11-07T03:23:23Z,0
Ice Cream & Dessert,YiDa,YiDa · Sugar Calabash Series(35g),Hazelnut & Chocolate,"怡达 · 冰糖葫芦系列 (35g), 榛仁黑巧克力",N/A,2023-11-07T03:23:23Z,0
Jelly & Dried Fruits,Fujino Ichimura,Fujino Ichimura · Yogurt Cube Series(80g),Yellow Peach,"藤野一村 · 水果酸奶块系列 (80g), 黄桃",N/A,2023-11-07T06:51:19Z,0
Jelly & Dried Fruits,Fujino Ichimura,Fujino Ichimura · Yogurt Cube Series(80g),Strawberry,"藤野一村 · 水果酸奶块系列 (80g), 草莓",N/A,2023-11-07T06:51:19Z,1
Jelly & Dried Fruits,Fujino Ichimura,Fujino Ichimura · Yogurt Cube Series(80g),Blueberry,"藤野一村 · 水果酸奶块系列 (80g), 蓝莓",N/A,2023-11-07T06:51:19Z,2
Jelly & Dried Fruits,Fujino Ichimura,Fujino Ichimura · Yogurt Cube Series(80g),Durian,"藤野一村 · 水果酸奶块系列 (80g), 榴莲",N/A,2023-11-07T06:51:19Z,0
Jelly & Dried Fruits,Fujino Ichimura,Fujino Ichimura · Frozen Orange Cocoa Piece (90g),No Variant,藤野一村 · 冻干香橙可可片 (90g),N/A,2023-11-07T06:51:25Z,2
Jelly & Dried Fruits,LJPZ,LJPZ · Fresh Slice Fruit Series (820g),Yellow Peach,"林家铺子 · 水果罐头系列 (820g), 黄桃",N/A,2023-11-01T23:36:25Z,0
Jelly & Dried Fruits,LJPZ,LJPZ · Fresh Slice Fruit Series (820g),Apricot,"林家铺子 · 水果罐头系列 (820g), 杏子",N/A,2023-11-01T23:36:25Z,0
Jelly & Dried Fruits,LJPZ,LJPZ · Fresh Slice Fruit Series (820g),Nata De Coco,"林家铺子 · 水果罐头系列 (820g), 椰果",N/A,2023-11-01T23:36:25Z,5
Jelly & Dried Fruits,LTC,LTC · Canned Yellow Peaches (720g),No Variant,LTC · 糖水黄桃罐头 (720g),2.4 CAD,2024-01-17T20:54:56Z,0
Jelly & Dried Fruits,U100,U100 · Salted Preserved Strawberry (35g),No Variant,U100 · 海盐草莓果干 (35g),1.8 CAD,2023-12-19T00:38:58Z,0
Jelly & Dried Fruits,U100,U100 · Salted Preserved Peach Fruit (35g),No Variant,U100 · 海盐白桃果干 (35g),1.8 CAD,2023-12-19T00:34:28Z,0
Jelly & Dried Fruits,XiZhiLang,XiZhiLang · Assorted Jelly Drinks (5*150g),No Variant,喜之郎 · 吸吸果冻爽提装 (6*150g),3.0 CAD,2023-11-08T01:46:33Z,0
Jelly & Dried Fruits,XiZhiLang,XiZhiLang ·  Jelly Drinks Cup Series(218g),Apple,"喜之郎 · 果冻爽杯装系列(218g), 苹果",1.0 CAD,2023-11-08T01:48:46Z,0
Jelly & Dried Fruits,XiZhiLang,XiZhiLang ·  Jelly Drinks Cup Series(218g),Peach,"喜之郎 · 果冻爽杯装系列(218g), 蜜桃",1.0 CAD,2023-11-08T01:48:46Z,0
Jelly & Dried Fruits,XiZhiLang,XiZhiLang ·  Jelly Drinks Cup Series(218g),Lychee,"喜之郎 · 果冻爽杯装系列(218g), 荔枝",1.0 CAD,2023-11-08T01:48:46Z,0
Jelly & Dried Fruits,XiZhiLang,XiZhiLang ·  Jelly Series(2*200g),Orange,"喜之郎 · 果冻系列(2*200g), 蜜橘味",1.0 CAD,2023-11-26T23:25:10Z,0
Jelly & Dried Fruits,XiZhiLang,XiZhiLang ·  Jelly Series(2*200g),Peach,"喜之郎 · 果冻系列(2*200g), 蜜桃味",1.0 CAD,2023-11-26T23:26:05Z,0
Jelly & Dried Fruits,XiZhiLang,XiZhiLang ·  Jelly Series(2*200g),Mixed,"喜之郎 · 果冻系列(2*200g), 杂果味",1.0 CAD,2023-11-26T23:26:05Z,0
Jelly & Dried Fruits,XiZhiLang,XiZhiLang · Mandarin Orange Flavor Bag Jelly (450g),No Variant,喜之郎 · 蜜桔果冻 (450g),N/A,2023-11-07T06:51:18Z,0
Jelly & Dried Fruits,XiZhiLang,XiZhiLang · Mixed Flavor Bag Jelly (360g),No Variant,喜之郎 · 什锦果冻 (360g),N/A,2023-11-07T06:51:17Z,0
Jelly & Dried Fruits,XiZhiLang,XiZhiLang · Yogurt Flavor Bag Jelly (360g),No Variant,喜之郎 · 乳酸果冻 (360g),N/A,2023-11-07T06:51:17Z,0
Jelly & Dried Fruits,XiZhiLang,XiZhiLang · Konjac Jelly Series (120g),Mango,"喜之郎 · 蒟蒻果冻系列 (120g), 芒果",N/A,2023-11-07T06:51:31Z,0
Jelly & Dried Fruits,XiZhiLang,XiZhiLang · Konjac Jelly Series (120g),Peach,"喜之郎 · 蒟蒻果冻系列 (120g), 白桃",N/A,2023-11-07T06:51:31Z,0
Jelly & Dried Fruits,YLYS,YLYS · Freeze Dried Strawberry (38g),No Variant,有零有食 · 冻干草莓 (38g),3.0 CAD,2024-01-26T15:21:18Z,0
Jerkies & Seaweeds,SG,SG · Roasted Seaweed Snack (5g*16pack),No Variant,SG · 烤香型海苔片 (5g*16pack),N/A,2024-01-30T07:05:06Z,0
Jerkies & Seaweeds,TKN,TKN · Original Flavor Grilled Seaweed Big Roll (27g),No Variant,小老板 · 原为海苔卷 (27g),N/A,2023-11-07T06:51:45Z,0
Jerkies & Seaweeds,TKN,TKN · BBQ Flavor Grilled Seaweed (27g),No Variant,小老板 · 烧烤味海苔卷 (27g),N/A,2023-11-07T06:51:44Z,0
Jerkies & Seaweeds,TKN,TKN · Tom Yum Goong Flavor Grilled Seaweed Big Roll (27g),No Variant,小老板 · 冬阴功味海苔卷 (27g),N/A,2023-11-07T06:51:43Z,0
Jerkies & Seaweeds,TKN,TKN · Spicy Grilled Squid Flavor Grilled Seaweed Big Roll (27g),No Variant,小老板 · 香辣烤鱿鱼味海苔卷 (27g),N/A,2023-11-07T06:51:44Z,0
Jerkies & Seaweeds,XunTangJi,XunTangJi · Crispy Seaweed  (105g),No Variant,寻唐记 · 海苔脆脆 (105g),2.0 CAD,2023-12-19T00:47:25Z,0
Jerkies & Seaweeds,Y&JP,Y&JP · Light Salty Crisp Cheese Ball (120g),No Variant,优之佳品 · 酥脆轻咸风味芝士球 (120g),3.0 CAD,2024-02-10T19:38:52Z,3
Jerkies & Seaweeds,Y&JP,Y&JP · Light Salty Crisp Seaweed Ball (120g),No Variant,优之佳品 · 酥脆轻咸风海苔球 (120g),3.0 CAD,2024-02-10T19:41:57Z,0
Juice & Coconut Drink,ChuYin,ChuYin · Compound Juice Series (333ml),Double Grapefruit,"初饮 · 爆打果汁系列, 双柚",N/A,2023-12-27T20:44:17Z,0
Juice & Coconut Drink,ChuYin,ChuYin · Compound Juice Series (333ml),Grapefruit Oolong,"初饮 · 爆打果汁系列, 柚子乌龙",N/A,2023-12-27T20:44:17Z,0
Juice & Coconut Drink,ChuYin,ChuYin · Compound Juice Series (333ml),Orange,"初饮 · 爆打果汁系列, 橙子",N/A,2023-12-27T20:44:17Z,3
Juice & Coconut Drink,Chun Guang,Chun Guang · Coconut Drink (1.25L),No Variant,"果汁&椰汁, 春光 · 鲜椰汁 (1.25L)",4.5 CAD,2024-01-16T05:44:31Z,0
Juice & Coconut Drink,Coconut Palm,Coconut Palm · Coconut Milks (6*245ml),No Variant,椰树牌 · 罐装椰汁（6*245ml）,N/A,2023-12-27T20:44:39Z,4
Juice & Coconut Drink,Coconut Palm,Coconut Palm · Coconut Milks (1.25L),No Variant,椰树牌 · 瓶装椰汁（1.25L）,1.35 CAD,2023-12-11T22:27:09Z,0
Juice & Coconut Drink,De Yuan,De Yuan · Sour Plum Soft Drink (6*270ml),No Variant,德元 · 益生菌发酵酸梅汽水 (6*270ml),4.8 CAD,2024-01-17T21:32:19Z,3
Juice & Coconut Drink,Grace,Grace · 100% Pure Coconut Water (1L),No Variant,Grace · 100% 纯椰子水 (1L),N/A,2023-11-03T00:21:03Z,0
Juice & Coconut Drink,Haitai,Haitai · Crushed Pear Juice (12*238ml),No Variant,Haitai · 梨子果汁饮料 (12*238ml),N/A,2023-11-03T00:21:04Z,0
Juice & Coconut Drink,Haitai,Haitai · Grape Juice Bonbon with Grape (12*238ml),No Variant,Haitai · 青葡萄果汁饮料 (12*238ml),N/A,2023-11-03T00:21:05Z,0
Juice & Coconut Drink,Lotte,Lotte · Sacsac Orange Juice (12*238ml),No Variant,乐天 · 橙子果汁饮料 (12*238ml),N/A,2023-11-03T00:21:04Z,1
Juice & Coconut Drink,LuLu,LuLu · Almond Drink (1L),No Variant,露露 · 杏仁露 (1L),3.5 CAD,2024-02-04T03:54:57Z,0
Juice & Coconut Drink,Meco,Meco · Fruit Flavor Tea Series (3*400ml),Lychee&Passionfruit,"Meco · 果汁茶系列 (3*400ml), 荔枝百香果",4.5 CAD,2023-12-09T05:06:51Z,0
Juice & Coconut Drink,Meco,Meco · Fruit Flavor Tea Series (3*400ml),Pomegranate&White Grape,"Meco · 果汁茶系列 (3*400ml), 红石榴白葡萄味",4.5 CAD,2023-12-09T05:06:51Z,0
Juice & Coconut Drink,Meco,Meco · Fruit Flavor Tea Series (3*400ml),Thai Style Lime,"Meco · 果汁茶系列 (3*400ml), 泰式青柠",4.5 CAD,2023-12-09T05:06:51Z,0
Juice & Coconut Drink,Meco,Meco · Fruit Flavor Tea Series (3*400ml),Peach&Grapefruit,"Meco · 果汁茶系列 (3*400ml), 桃桃红柚",4.5 CAD,2023-11-14T02:01:21Z,0
Juice & Coconut Drink,Meco,Meco · Fruit Flavor Tea Series (3*400ml),Cherry & Berry,"Meco · 果汁茶系列 (3*400ml), 樱桃莓莓",4.5 CAD,2023-12-09T05:06:51Z,4
Juice & Coconut Drink,Minute Maid,Minute Maid · Orange Juice Drink（450ml),No Variant,美汁源 · 果粒橙（450ml）,N/A,2023-11-03T00:21:10Z,4
Juice & Coconut Drink,Minute Maid,Minute Maid · Orange Juice Drink（1.25L),No Variant,美汁源 · 果粒橙（1.25L）,3.0 CAD,2023-12-11T22:25:38Z,0
Juice & Coconut Drink,Mogu Mogu,Mogu Mogu · Coconut Nata de coco Drink Series(6*320mL),Coconut,蘑菇街 · 椰子味椰果饮料 （6*320ml）,N/A,2023-11-03T00:21:44Z,0
Juice & Coconut Drink,Mogu Mogu,Mogu Mogu · Coconut Nata de coco Drink Series(6*320mL),Lychee,蘑菇街 · 椰子味椰果饮料 （6*320ml）,N/A,2023-11-03T00:21:44Z,0
Juice & Coconut Drink,Mogu Mogu,Mogu Mogu · Coconut Nata de coco Drink Series(6*320mL),Mango,蘑菇街 · 椰子味椰果饮料 （6*320ml）,N/A,2023-11-03T00:21:44Z,0
Juice & Coconut Drink,Mogu Mogu,Mogu Mogu · Coconut Nata de coco Drink Series(6*320mL),Melon,蘑菇街 · 椰子味椰果饮料 （6*320ml）,N/A,2023-11-03T00:21:44Z,3
Juice & Coconut Drink,Mogu Mogu,Mogu Mogu · Coconut Nata de coco Drink Series(6*320mL),Passion Fruit,蘑菇街 · 椰子味椰果饮料 （6*320ml）,N/A,2023-11-03T00:21:44Z,0
Juice & Coconut Drink,Qoo,Qoo · Orange Drink (450ml),No Variant,酷儿 · 橙汁饮料 (450ml),1.5 CAD,2023-11-03T00:21:53Z,0
Juice & Coconut Drink,Vita,Vita · Guava Juice (6*250mL),No Variant,维他 · 石榴汁饮料（6*250mL）,N/A,2023-11-03T00:21:28Z,2
Juice & Coconut Drink,Vita,Vita · Blackcurrant Juice (6*250mL),No Variant,维他 · 黑加仑汁饮料（6*250mL）,N/A,2023-11-03T00:21:26Z,4
Juice & Coconut Drink,Vita,Vita · Mango Juice (6*250mL),No Variant,维他 · 芒果汁饮料（6*250mL）,N/A,2023-11-03T00:21:28Z,3
Juice & Coconut Drink,Vita,Vita · Peach Juice (6*250mL),No Variant,维他 · 蜜桃茶（6*250mL）,N/A,2023-11-03T00:21:30Z,0
Juice & Coconut Drink,Vita,Vita · Sugarcane Juice (6*250mL),No Variant,维他 · 甘蔗汁饮料（6*250mL）,N/A,2023-11-03T00:21:25Z,0
Juice & Coconut Drink,Vita,Vita · Lychee Juice (6*250mL),No Variant,维他 · 荔枝味饮料（6*250mL）,N/A,2023-11-03T00:21:29Z,0
Juice & Coconut Drink,Vitamin C100,Vitamin C100 · Grapefruit Juice(445mL),No Variant,水溶C100 · 西柚味（445ml）,N/A,2023-11-03T00:21:06Z,0
Juice & Coconut Drink,Vitamin C100,Vitamin C100 · Grenn Peel Orange Juice(445mL),No Variant,水溶C100 · 青皮桔味（445ml）,N/A,2023-11-03T00:21:06Z,0
Juice & Coconut Drink,Vitamin C100,Vitamin C100 · Lemon Juice(445mL),No Variant,水溶C100 · 柠檬味（445ml）,N/A,2023-11-03T00:21:05Z,0
Juice & Coconut Drink,Woongjin,Woongjin · Morning Rice Drink (500ml),No Variant,熊津 · 米浆/玄米汁（500ml）,N/A,2023-11-03T00:21:08Z,4
Juice & Coconut Drink,YZZD,YZZD · Zero Sugar Osmanthus flavor Coconut Water (280ml),1 Bottle,"果汁&椰汁, 椰子知道 · 0糖金桂鲜椰汁 (280ml), 1瓶",N/A,2024-01-16T05:52:06Z,0
Juice & Coconut Drink,YZZD,YZZD · Zero Sugar Osmanthus flavor Coconut Water (280ml),2 Bottle,"果汁&椰汁, 椰子知道 · 0糖金桂鲜椰汁 (280ml), 2瓶",N/A,2024-01-16T05:52:06Z,0
Juice & Coconut Drink,YZZD,YZZD · Zero Sugar Coconut Water (280ml),1 Bottle,"果汁&椰汁, 叶子知道 · 0糖鲜椰汁 (280ml), 1瓶",N/A,2024-01-16T05:54:47Z,0
Juice & Coconut Drink,YZZD,YZZD · Zero Sugar Coconut Water (280ml),2 Bottle,"果汁&椰汁, 叶子知道 · 0糖鲜椰汁 (280ml), 2瓶",N/A,2024-01-16T05:54:47Z,0
Milk Flavoured Drinks,Ambpozial,Ambpozial · Original Yogurt (12*205g),No Variant,"最佳食用期：2024-04-08, 安慕希 · 希腊风味酸奶 (12*205g)",N/A,2024-01-16T05:36:45Z,0
Milk Flavoured Drinks,Ambpozial,Ambpozial · Yellow Peach & Oat Greek Yogurt (10*200g),No Variant,"最佳食用期：2024-04-08, 安慕希 · 希腊风味酸奶黄桃+燕麦口味 (10*200g)",N/A,2024-01-16T05:34:28Z,0
Milk Flavoured Drinks,Ambpozial,Ambpozial · Strawberry & Oat Greek Yogurt (10*200g),No Variant,"最佳食用期：2024-04-08, 安慕希 · 希腊风味酸奶草莓+燕麦口味 (10*200g)",N/A,2024-01-16T05:32:36Z,0
Milk Flavoured Drinks,Binggrae,Binggrae · Taro Milk Drink (6*200ml),No Variant,宾格瑞 · 香芋味牛奶（6*200ml）,N/A,2023-12-27T20:28:13Z,3
Milk Flavoured Drinks,Binggrae,Binggrae · Coffee Milk Drink (6*200ml),No Variant,宾格瑞 · 咖啡味牛奶（6*200ml）,N/A,2023-12-27T20:27:25Z,4
Milk Flavoured Drinks,Binggrae,Binggrae · Banana Milk Drink (6*200ml),No Variant,宾格瑞 · 香蕉味牛奶（6*200ml）,N/A,2023-12-27T20:27:11Z,1
Milk Flavoured Drinks,Binggrae,Binggrae · Strawberry Milk Drink (6*200ml),No Variant,宾格瑞 · 草莓味牛奶（6*200ml）,N/A,2023-12-27T20:27:58Z,5
Milk Flavoured Drinks,Dou Ben Dou,Dou Ben Dou · Original Soy Milk (12*250mL),No Variant,豆本豆 · 原味豆奶盒装 (12*250mL),8.5 CAD,2024-01-16T06:17:33Z,0
Milk Flavoured Drinks,Dou Ben Dou,Dou Ben Dou · Original Soy Milk (6*250mL),No Variant,豆本豆 · 原味豆奶(6*250mL),3.6 CAD,2023-12-27T21:03:36Z,0
Milk Flavoured Drinks,Hot Kid,Hot Kid · Milk Drink (6*245mL),No Variant,旺仔 · 原味旺仔牛奶（6*245ml）,N/A,2023-11-03T00:21:41Z,0
Milk Flavoured Drinks,Lotte,Lotte · Milkis Carbonated Milk Drink Series(6*250ml),Milk&Yogurt,"乐天 · Milkis牛奶苏打饮料系列 (6*250ml), 乳酸菌",N/A,2023-11-04T00:02:56Z,0
Milk Flavoured Drinks,Lotte,Lotte · Milkis Carbonated Milk Drink Series(6*250ml),Banana,"乐天 · Milkis牛奶苏打饮料系列 (6*250ml), 香蕉",N/A,2023-11-04T00:02:56Z,0
Milk Flavoured Drinks,Lotte,Lotte · Milkis Carbonated Milk Drink Series(6*250ml),Melon,"乐天 · Milkis牛奶苏打饮料系列 (6*250ml), 哈密瓜",N/A,2023-11-04T00:02:56Z,0
Milk Flavoured Drinks,Lotte,Lotte · Milkis Carbonated Milk Drink Series(6*250ml),Peach,"乐天 · Milkis牛奶苏打饮料系列 (6*250ml), 桃子",N/A,2023-11-04T00:02:56Z,0
Milk Flavoured Drinks,Lotte,Lotte · Milkis Carbonated Milk Drink Series(6*250ml),Strawberry,"乐天 · Milkis牛奶苏打饮料系列 (6*250ml), 草莓",N/A,2023-11-04T00:02:56Z,0
Milk Flavoured Drinks,Lotte,Lotte · Milkis Carbonated Milk Drink Series(6*250ml),Apple,"乐天 · Milkis牛奶苏打饮料系列 (6*250ml), 苹果",N/A,2023-11-04T00:03:17Z,0
Milk Flavoured Drinks,Monmilk,Monmilk · Real Fruit Granules Milk Drink Series,Strawberry (12*250ml),"蒙牛 · 真果粒牛奶饮料系列 , 草莓 (12*250ml)",12.0 CAD,2023-11-06T02:47:46Z,0
Milk Flavoured Drinks,Monmilk,Monmilk · Real Fruit Granules Milk Drink Series,Yellow Peach (12*250ml),"蒙牛 · 真果粒牛奶饮料系列 , 黄桃 (12*250ml)",12.0 CAD,2023-11-06T02:47:51Z,0
Milk Flavoured Drinks,Monmilk,Monmilk · Real Fruit Granules Milk Drink Series,Coconut (12*250ml),"蒙牛 · 真果粒牛奶饮料系列 , 椰果 (12*250ml)",12.0 CAD,2023-11-06T02:47:55Z,0
Milk Flavoured Drinks,Monmilk,Monmilk · Real Fruit Granules Milk Drink Series,White Peach & Raspberry (10*240ml),"蒙牛 · 真果粒牛奶饮料系列 , 白桃树莓 (10*240ml)",12.0 CAD,2023-11-06T02:47:31Z,0
Milk Flavoured Drinks,Monmilk,Monmilk · Real Fruit Granules Milk Drink Series,Mango & Passion Fruit (10*240ml),"蒙牛 · 真果粒牛奶饮料系列 , 芒果百香果 (10*240ml)",12.0 CAD,2023-11-06T02:49:10Z,0
Milk Flavoured Drinks,Monmilk,Monmilk · Real Fruit Granules Milk Drink Series,Blueberry (250g*12),"蒙牛 · 真果粒牛奶饮料系列 , 蓝莓(12*250ml)",12.0 CAD,2023-12-30T02:07:08Z,0
Milk Flavoured Drinks,Nutri Express,Nutri Express · Milk Drink Series(500ml),Original,"营养快线 · 牛奶系列 (500ml), 原味",1.8 CAD,2023-11-15T22:11:58Z,0
Milk Flavoured Drinks,Nutri Express,Nutri Express · Milk Drink Series(500ml),Peach,"营养快线 · 牛奶系列 (500ml), 水蜜桃",1.8 CAD,2023-11-15T22:11:58Z,0
Milk Flavoured Drinks,Nutri Express,Nutri Express · Milk Drink Series(500ml),Pineapple,"营养快线 · 牛奶系列 (500ml), 菠萝",1.8 CAD,2023-11-15T22:11:58Z,0
Milk Flavoured Drinks,Vitasoy,Vitasoy · Coconut Soy Milk (6*250mL),No Variant,维他 · 椰子味豆奶（6*250mL）,N/A,2023-11-03T00:21:33Z,3
Milk Flavoured Drinks,Vitasoy,Vitasoy · Original Soy Milk (6*250mL),No Variant,维他 · 原味豆奶（6*250mL）,N/A,2023-11-03T00:21:34Z,0
Milk Flavoured Drinks,Vitasoy,Vitasoy · Less Sugar Soy Milk (6*250mL),No Variant,维他 · 少糖原味豆奶（6*250mL）,N/A,2023-11-03T00:21:32Z,0
Milk Flavoured Drinks,Vitasoy,Vitasoy · Malt Soy Milk (6*250mL),No Variant,维他 · 燕麦味豆奶（6*250mL）,N/A,2023-11-03T00:21:31Z,0
Milk Flavoured Drinks,Vitasoy,Vitasoy · Black Bean Milk (6*250mL),No Variant,维他 · 黑豆味豆奶（6*250mL）,N/A,2023-11-03T00:21:32Z,0
Milk Flavoured Drinks,Vitasoy,Vitasoy · Melon Soy Milk (6*250mL),No Variant,维他 · 哈密瓜味豆奶（6*250mL）,N/A,2023-11-03T00:21:30Z,0
Milk Flavoured Drinks,Vitasoy,Vitasoy · Chocolate Soy Milk (6*250mL),No Variant,维他 · 朱古力味豆奶（6*250mL）,N/A,2023-11-03T00:21:33Z,0
Milk Flavoured Drinks,Wahaha,Wahaha · Strawberry AD & Calcium Milk Drink (450ml),No Variant,娃哈哈 · 草莓AD钙奶 (450ml),1.67 CAD,2023-11-16T01:41:06Z,0
Milk Flavoured Drinks,Wahaha,Wahaha · Original AD & Calcium Milk Drink (4*220ml),No Variant,娃哈哈 · 原味AD钙奶（4*220ml）,N/A,2023-11-03T00:21:39Z,0
Milk Flavoured Drinks,Wahaha,Wahaha · Yogurt Drink (4*100ml),No Variant,娃哈哈 · 乳酸菌饮料 (4*100ml),1.38 CAD,2023-11-05T23:47:41Z,0
Mushroom & Bamboo,Rice Brothers,Rice Brothers · Original Flavored Glutinous Rice Bamboo Shoots (248g),No Variant,饭匹兄弟 · 原味糯米笋 (248g),3.0 CAD,2023-12-19T00:01:33Z,0
Mushroom & Bamboo,Unknown,Celtuce 1PC (About 550g),No Variant,莴笋 1根 (约550g),N/A,2024-01-26T13:23:56Z,0
Mushroom & Bamboo,Unknown,King Oysters Mushroom (400g),No Variant,袋装皇子菇 (400g),N/A,2023-11-02T21:51:11Z,0
Mushroom & Bamboo,Unknown,White Mushroom 1LB,No Variant,白蘑菇 (1lb),2.6 CAD,2023-11-19T16:45:59Z,0
Mushroom & Bamboo,Unknown,White Beech Mushrooms (1 Bag),No Variant,白色柳姬菇 (2包),N/A,2023-11-07T16:45:56Z,0
Noodles & Udon,Chef Shuo,Chef Shuo · One Person Noodle Series(630g),Braised Beef,"郭生说 · 面食系列(630g), 红烧牛肉面",6.9 CAD,2024-01-20T21:17:58Z,0
Noodles & Udon,Chef Shuo,Chef Shuo · One Person Noodle Series(630g),Spicy Beef,"郭生说 · 面食系列(630g), 香辣牛肉面",6.9 CAD,2024-01-27T19:05:05Z,0
Noodles & Udon,Chef Shuo,Chef Shuo · One Person Noodle Series(630g),Pickled Cabbage & Beef,"郭生说 · 面食系列(630g), 酸菜牛肉面",6.9 CAD,2023-11-07T03:22:48Z,0
Noodles & Udon,Chef Shuo,Chef Shuo · One Person Noodle Series(630g),Raised Beef Tendon Tripe & Shank,"郭生说 · 面食系列(630g), 三宝牛肉面",6.9 CAD,2023-11-07T03:22:48Z,0
